record_id,age,gender,education_level,education_mismatch,sector_of_interest,current_employment_sector,formal_informal,region,location_type,monthly_income,region_employment_rate,regional_unemployment_rate,unemployment_duration,digital_skills_level,technical_skills,training_participation,program_type,household_income,household_size,employment_outcome,intervention_effectiveness,employment_duration_post_intervention,youth_unemployment_rate,urban_rural_employment_rate
4407,25,Male,TVET,FALSE,Education,Education,Formal,Kigali,Urban,57462.52,69.79,10.27,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,High,1,TRUE,Effective,5,19.4,55.57
4408,22,Female,TVET,FALSE,Healthcare,Healthcare,Informal,Kigali,Rural,110768.86,48.64,29.26,None,Advanced,['Coding'],FALSE,None,High,4,TRUE,Moderately Effective,6,19.4,46.75
4409,18,Female,Primary or Less,FALSE,Education,Education,Formal,Kigali,Urban,153777.84,85.71,25,None,Basic,['Data Analysis'],FALSE,None,Medium,2,TRUE,Ineffective,5,19.4,62.78
4410,16,Male,TVET,FALSE,Agriculture,None,None,Kigali,Urban,None,81.34,17.29,None,Basic,['Data Analysis'],FALSE,None,Medium,8,FALSE,None,None,19.4,73.4
4411,18,Male,TVET,FALSE,Retail,None,None,Kigali,Urban,None,87.72,13.2,None,Advanced,['Data Analysis'],FALSE,None,Medium,1,FALSE,None,None,19.4,61.63
4412,19,Male,Primary or Less,FALSE,Healthcare,Healthcare,Informal,Kigali,Urban,53252.92,49.82,20.28,None,Basic,[],TRUE,Business Development,High,3,TRUE,Ineffective,1,19.4,68.48
4413,24,Male,TVET,FALSE,Retail,Retail,Informal,Kigali,Urban,63090.66,58.51,19.21,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,High,2,TRUE,Effective,4,19.4,63.51
4414,16,Female,TVET,FALSE,Healthcare,Healthcare,Informal,Kigali,Urban,185549.04,62.94,23.88,None,Intermediate,"['Marketing', 'Project Management']",FALSE,None,Medium,7,TRUE,Moderately Effective,9,19.4,68.41
4415,18,Male,TVET,FALSE,Education,Education,Informal,Kigali,Urban,266394.31,72,20.31,None,Advanced,['Data Analysis'],FALSE,None,Low,2,TRUE,Effective,5,19.4,73.06
4416,20,Male,TVET,TRUE,ICT,None,None,Kigali,Urban,None,76.87,28.05,16,Basic,['Coding'],TRUE,Digital Skills,High,3,FALSE,None,None,19.4,70.47
4417,24,Female,University,FALSE,Education,Education,Formal,Kigali,Urban,82956.37,57.02,10.9,None,Basic,['Data Analysis'],FALSE,None,High,3,TRUE,Effective,2,19.4,79.19
4418,22,Male,Secondary,FALSE,Retail,None,None,Western,Rural,None,44.46,19.16,None,Intermediate,['Data Analysis'],FALSE,None,Medium,8,FALSE,None,None,19.4,46.31
4419,17,Male,University,FALSE,Healthcare,Healthcare,Informal,Kigali,Urban,224969.42,46.27,23.4,None,Intermediate,['Coding'],FALSE,None,Medium,3,TRUE,Moderately Effective,9,19.4,63.48
4420,19,Female,Secondary,TRUE,Construction,None,None,Kigali,Urban,None,58.26,10.01,16,Basic,['Coding'],TRUE,Business Development,High,6,FALSE,None,None,19.4,60.78
4421,25,Female,University,FALSE,Agriculture,Agriculture,Informal,Western,Rural,60627.36,41.52,23.29,None,Basic,['Coding'],TRUE,Digital Skills,High,3,TRUE,Ineffective,12,19.4,53.07
4422,22,Female,Secondary,FALSE,Construction,None,None,Kigali,Urban,None,84.99,17.5,None,Intermediate,[],FALSE,None,Low,6,FALSE,None,None,19.4,60.94
4423,21,Male,Secondary,FALSE,Retail,None,None,Kigali,Urban,None,67.5,27.12,None,Basic,['Data Analysis'],FALSE,None,Medium,1,FALSE,None,None,19.4,68.55
4424,17,Female,TVET,FALSE,ICT,ICT,Formal,Kigali,Urban,288353.65,50.95,18.75,None,Intermediate,[],FALSE,None,High,1,TRUE,Ineffective,9,19.4,71.3
4425,16,Female,University,FALSE,Construction,None,None,Kigali,Urban,None,89.76,19.96,None,Basic,['Data Analysis'],FALSE,None,Low,8,FALSE,None,None,19.4,67.54
4426,23,Female,Secondary,FALSE,Education,Education,Formal,Kigali,Rural,165265.77,87.18,28.89,None,Basic,['Data Analysis'],FALSE,None,Medium,8,TRUE,Effective,5,19.4,34.63
4427,23,Female,Primary or Less,FALSE,Retail,None,None,Kigali,Urban,None,71.77,11.75,None,Advanced,[],FALSE,None,Low,3,FALSE,None,None,19.4,69.22
4428,19,Male,TVET,FALSE,ICT,ICT,Formal,Kigali,Urban,168019.69,69.52,25.2,None,Intermediate,['Data Analysis'],TRUE,Digital Skills,High,4,TRUE,Ineffective,4,19.4,75.86
4429,24,Female,TVET,TRUE,Education,None,None,Kigali,Urban,None,48.68,16.41,14,Advanced,['Coding'],FALSE,None,Low,1,FALSE,None,None,19.4,55.91
4430,16,Male,TVET,FALSE,ICT,ICT,Informal,Western,Rural,101816.63,84.2,25.98,None,Intermediate,[],FALSE,None,Low,5,TRUE,Effective,8,19.4,45.63
4431,17,Female,Secondary,FALSE,Healthcare,Healthcare,Informal,Eastern,Rural,128498.47,56.95,15.52,None,Basic,['Data Analysis'],TRUE,None,Low,4,TRUE,Ineffective,12,19.4,55.9
4432,20,Male,Primary or Less,FALSE,ICT,ICT,Formal,Eastern,Rural,247732.37,61.44,29.62,None,Intermediate,['Coding'],TRUE,Vocational Training,Low,5,TRUE,Moderately Effective,10,19.4,47.26
4433,20,Female,TVET,TRUE,Agriculture,None,None,Kigali,Rural,None,86.63,21.75,7,Advanced,['Coding'],TRUE,None,Low,5,FALSE,None,None,19.4,34.63
4434,25,Male,University,FALSE,ICT,ICT,Formal,Northern,Rural,222926.16,71.43,18.17,None,Basic,[],FALSE,None,Medium,6,TRUE,Moderately Effective,7,19.4,43.33
4435,16,Female,Secondary,FALSE,Healthcare,Healthcare,Informal,Kigali,Rural,190141.73,65.88,23.85,None,Advanced,['Data Analysis'],FALSE,None,Medium,3,TRUE,Ineffective,9,19.4,36.7
4436,25,Male,Secondary,FALSE,Healthcare,Healthcare,Formal,Kigali,Urban,243379.08,77.77,20.76,None,Intermediate,['Data Analysis'],FALSE,None,High,5,TRUE,Moderately Effective,4,19.4,50.52
4437,25,Female,University,FALSE,Healthcare,None,None,Kigali,Urban,None,53.36,23.93,23,Advanced,"['Marketing', 'Project Management']",TRUE,Digital Skills,Medium,8,FALSE,None,None,19.4,64.6
4438,21,Male,TVET,FALSE,Construction,Construction,Formal,Western,Rural,219447.75,67.9,15.98,None,Advanced,['Data Analysis'],FALSE,None,High,4,TRUE,Effective,3,19.4,48.29
4439,24,Female,Primary or Less,TRUE,Agriculture,None,None,Kigali,Urban,None,49.27,19.51,18,Basic,[],TRUE,Digital Skills,Medium,4,FALSE,None,None,19.4,63.45
4440,21,Female,University,FALSE,Agriculture,Agriculture,Informal,Kigali,Urban,267890.4,88.14,18.6,None,Intermediate,"['Marketing', 'Project Management']",FALSE,None,Medium,5,TRUE,Ineffective,6,19.4,63.28
4441,20,Male,Primary or Less,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,76892.37,82.59,17.97,None,Intermediate,"['Marketing', 'Project Management']",FALSE,None,Low,7,TRUE,Effective,3,19.4,68.53
4442,25,Female,TVET,FALSE,ICT,None,None,Northern,Rural,None,54.35,13.17,None,Advanced,['Coding'],FALSE,None,Medium,5,FALSE,None,None,19.4,41.93
4443,17,Female,Primary or Less,TRUE,Retail,None,None,Southern,Rural,None,50.02,14.7,5,Intermediate,[],FALSE,None,High,1,FALSE,None,None,19.4,53.76
4444,17,Female,University,FALSE,Healthcare,Healthcare,Formal,Kigali,Urban,188172.46,75.65,27.38,None,Advanced,['Data Analysis'],TRUE,None,Low,6,TRUE,Ineffective,9,19.4,78.1
4445,21,Female,Secondary,FALSE,Agriculture,None,None,Kigali,Urban,None,67.19,18.63,None,Basic,['Data Analysis'],TRUE,Vocational Training,Low,7,FALSE,None,None,19.4,50.54
4446,22,Female,Secondary,FALSE,Agriculture,None,None,Kigali,Urban,None,63.43,23.71,None,Intermediate,['Coding'],FALSE,None,Low,8,FALSE,None,None,19.4,58.93
4447,23,Female,Secondary,FALSE,Healthcare,Healthcare,Formal,Western,Rural,111116.1,67.2,28.15,None,Intermediate,[],FALSE,None,Medium,3,TRUE,Effective,7,19.4,45.43
4448,16,Female,Secondary,FALSE,Retail,Retail,Informal,Kigali,Urban,112349.68,56.6,27.26,None,Basic,['Data Analysis'],FALSE,None,Low,6,TRUE,Moderately Effective,4,19.4,71.96
4449,20,Male,Secondary,TRUE,Agriculture,None,None,Kigali,Urban,None,40.79,28.04,19,Advanced,['Data Analysis'],TRUE,Business Development,Medium,2,FALSE,None,None,19.4,71.99
4450,23,Female,Secondary,FALSE,Agriculture,Agriculture,Informal,Kigali,Urban,146097.09,43.04,17.22,None,Intermediate,[],FALSE,None,High,4,TRUE,Ineffective,3,19.4,79.73
4451,19,Female,Secondary,TRUE,Construction,None,None,Northern,Rural,None,60.27,29.99,17,Basic,['Data Analysis'],TRUE,Business Development,Low,5,FALSE,None,None,19.4,37.61
4452,17,Male,University,FALSE,Agriculture,None,None,Western,Rural,None,56.18,18.36,None,Basic,[],FALSE,None,High,2,FALSE,None,None,19.4,56.76
4453,20,Male,Secondary,FALSE,Agriculture,None,None,Kigali,Urban,None,47.27,11.77,None,Basic,"['Marketing', 'Project Management']",TRUE,Vocational Training,Medium,4,FALSE,None,None,19.4,70.38
4454,22,Female,University,FALSE,Education,None,None,Northern,Rural,None,64.26,20.92,None,Advanced,"['Marketing', 'Project Management']",TRUE,None,Medium,1,FALSE,None,None,19.4,40.82
4455,21,Male,TVET,FALSE,Construction,Construction,Formal,Southern,Rural,186273.65,81.71,28.43,None,Intermediate,[],FALSE,None,Medium,8,TRUE,Effective,10,19.4,43.56
4456,17,Male,Primary or Less,FALSE,Retail,Retail,Formal,Southern,Rural,238760.41,47.82,27.51,None,Basic,['Coding'],FALSE,None,Low,4,TRUE,Moderately Effective,5,19.4,36.76
4457,25,Male,Primary or Less,FALSE,Education,Education,Informal,Western,Rural,262446.56,56.71,22.5,None,Basic,[],TRUE,None,High,7,TRUE,Effective,4,19.4,30.63
4458,19,Female,TVET,FALSE,ICT,ICT,Formal,Kigali,Urban,278761.72,86.15,15.12,None,Advanced,['Data Analysis'],FALSE,None,Medium,6,TRUE,Ineffective,4,19.4,78.51
4459,18,Female,Primary or Less,FALSE,Retail,None,None,Kigali,Urban,None,54.6,20.14,None,Intermediate,['Coding'],TRUE,Digital Skills,Medium,4,FALSE,None,None,19.4,58.85
4460,24,Male,TVET,TRUE,Education,None,None,Kigali,Rural,None,79.56,13.83,22,Advanced,['Coding'],TRUE,Business Development,Low,5,FALSE,None,None,19.4,42.21
4461,18,Female,University,FALSE,Education,Education,Formal,Kigali,Urban,74797.86,83.87,22.1,None,Basic,"['Marketing', 'Project Management']",FALSE,None,Low,6,TRUE,Effective,5,19.4,79.09
4462,19,Female,University,FALSE,ICT,None,None,Kigali,Urban,None,74.46,22.73,None,Basic,[],FALSE,None,High,2,FALSE,None,None,19.4,78.88
4463,20,Male,TVET,TRUE,Healthcare,None,None,Kigali,Urban,None,46.73,20.38,23,Intermediate,['Coding'],FALSE,None,High,4,FALSE,None,None,19.4,51.35
4464,20,Female,Secondary,TRUE,Education,None,None,Northern,Rural,None,58.41,24.6,21,Basic,['Data Analysis'],FALSE,None,Medium,7,FALSE,None,None,19.4,54.91
4465,19,Male,University,FALSE,Agriculture,None,None,Kigali,Rural,None,64.89,12.64,None,Intermediate,['Data Analysis'],TRUE,Digital Skills,Medium,4,FALSE,None,None,19.4,54.66
4466,25,Female,University,FALSE,ICT,None,None,Kigali,Urban,None,44.6,13.62,19,Intermediate,[],TRUE,Digital Skills,High,1,FALSE,None,None,19.4,55.44
4467,21,Male,Primary or Less,FALSE,ICT,ICT,Informal,Kigali,Urban,292685.17,67.07,17.69,None,Advanced,"['Marketing', 'Project Management']",TRUE,Vocational Training,Medium,2,TRUE,Effective,9,19.4,64.39
4468,18,Male,University,FALSE,Construction,Construction,Informal,Kigali,Urban,231595.74,81.12,15.57,None,Intermediate,['Data Analysis'],TRUE,None,High,3,TRUE,Moderately Effective,3,19.4,52.64
4469,20,Male,Primary or Less,FALSE,Education,Education,Informal,Kigali,Urban,178298.93,85.68,26.33,None,Advanced,"['Marketing', 'Project Management']",TRUE,Business Development,Low,5,TRUE,Moderately Effective,8,19.4,78.27
4470,17,Female,University,FALSE,Construction,Construction,Formal,Kigali,Urban,110615.45,63.16,17.17,None,Basic,[],FALSE,None,High,5,TRUE,Effective,10,19.4,50.72
4471,25,Male,University,FALSE,ICT,None,None,Kigali,Urban,None,57.68,10.69,None,Basic,[],TRUE,None,Medium,1,FALSE,None,None,19.4,66.27
4472,21,Male,Primary or Less,TRUE,Construction,None,None,Kigali,Urban,None,66.29,13.9,13,Basic,[],TRUE,None,Low,6,FALSE,None,None,19.4,72.89
4473,20,Male,TVET,FALSE,Education,Education,Formal,Northern,Rural,292357.95,66.82,28.78,None,Intermediate,[],TRUE,Business Development,Low,2,TRUE,Moderately Effective,8,19.4,52.69
4474,17,Male,Secondary,TRUE,Agriculture,None,None,Southern,Rural,None,43.42,17.29,2,Basic,[],FALSE,None,Medium,2,FALSE,None,None,19.4,32.62
4475,21,Female,University,FALSE,ICT,None,None,Kigali,Urban,None,56.13,23.85,None,Intermediate,[],TRUE,Vocational Training,Low,4,FALSE,None,None,19.4,63.91
4476,20,Female,TVET,FALSE,Healthcare,Healthcare,Informal,Kigali,Urban,92399.97,56.64,29.14,None,Basic,"['Marketing', 'Project Management']",FALSE,None,High,3,TRUE,Effective,3,19.4,58.38
4477,21,Female,TVET,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,87696.42,42.66,22.76,None,Intermediate,['Coding'],TRUE,Vocational Training,High,1,TRUE,Effective,8,19.4,76.72
4478,20,Female,Secondary,FALSE,Retail,Retail,Formal,Kigali,Urban,151901.38,89,18.33,None,Basic,"['Marketing', 'Project Management']",TRUE,Digital Skills,Low,7,TRUE,Moderately Effective,12,19.4,66.82
4479,17,Male,University,FALSE,Agriculture,None,None,Kigali,Urban,None,41.96,11.05,None,Basic,['Data Analysis'],FALSE,None,High,1,FALSE,None,None,19.4,50.98
4480,21,Male,Primary or Less,FALSE,Healthcare,Healthcare,Informal,Kigali,Urban,275785.8,82.08,28.27,None,Basic,['Data Analysis'],TRUE,Vocational Training,Medium,5,TRUE,Moderately Effective,5,19.4,50.85
4481,24,Female,Primary or Less,TRUE,Retail,None,None,Kigali,Urban,None,88.55,11.09,9,Advanced,['Coding'],FALSE,None,Medium,4,FALSE,None,None,19.4,72.07
4482,22,Male,Secondary,TRUE,Retail,None,None,Kigali,Urban,None,60.13,24.58,23,Basic,[],FALSE,None,High,6,FALSE,None,None,19.4,58.58
4483,21,Female,TVET,FALSE,Construction,Construction,Informal,Kigali,Urban,272291.11,79.41,14.87,None,Advanced,"['Marketing', 'Project Management']",TRUE,Vocational Training,High,4,TRUE,Ineffective,11,19.4,64.3
4484,19,Male,University,FALSE,Healthcare,None,None,Kigali,Urban,None,76.6,10.25,None,Intermediate,[],FALSE,None,High,4,FALSE,None,None,19.4,66.17
4485,16,Male,University,FALSE,Agriculture,None,None,Kigali,Urban,None,69.74,21.92,None,Basic,"['Marketing', 'Project Management']",TRUE,Business Development,Low,5,FALSE,None,None,19.4,65.12
4486,18,Male,Secondary,FALSE,Construction,Construction,Formal,Kigali,Urban,198278.63,68.73,27.76,None,Intermediate,[],TRUE,Vocational Training,Low,2,TRUE,Ineffective,11,19.4,72.38
4487,20,Female,TVET,FALSE,Healthcare,Healthcare,Formal,Northern,Rural,219240.92,66.78,16.02,None,Basic,"['Marketing', 'Project Management']",TRUE,Vocational Training,High,5,TRUE,Ineffective,6,19.4,39.61
4488,25,Male,Primary or Less,FALSE,Agriculture,Agriculture,Informal,Kigali,Urban,139122.28,44.11,18.81,None,Basic,"['Marketing', 'Project Management']",FALSE,None,High,1,TRUE,Ineffective,1,19.4,57.8
4489,20,Female,TVET,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,256369.96,41.19,20.32,None,Advanced,['Data Analysis'],TRUE,Business Development,Medium,8,TRUE,Moderately Effective,11,19.4,55.23
4490,23,Male,TVET,FALSE,Healthcare,None,None,Kigali,Urban,None,65.06,13.01,None,Basic,['Coding'],FALSE,None,Medium,6,FALSE,None,None,19.4,77.01
4491,24,Female,TVET,FALSE,Retail,Retail,Formal,Kigali,Urban,296226.71,82.77,19.59,None,Basic,['Coding'],TRUE,Business Development,Low,7,TRUE,Effective,4,19.4,67
4492,16,Male,Secondary,FALSE,Agriculture,None,None,Kigali,Urban,None,66.87,21.43,None,Basic,['Coding'],FALSE,None,High,6,FALSE,None,None,19.4,69.66
4493,17,Female,Secondary,FALSE,Retail,Retail,Informal,Kigali,Urban,254738.03,41.24,16.66,None,Basic,['Data Analysis'],FALSE,None,High,8,TRUE,Moderately Effective,12,19.4,67.93
4494,19,Female,University,FALSE,Agriculture,None,None,Northern,Rural,None,70.89,20.35,None,Basic,"['Marketing', 'Project Management']",FALSE,None,Medium,2,FALSE,None,None,19.4,42.07
4495,24,Male,TVET,TRUE,Healthcare,None,None,Kigali,Urban,None,85.64,29.09,7,Intermediate,['Data Analysis'],FALSE,None,High,2,FALSE,None,None,19.4,57.72
4496,22,Male,University,FALSE,Agriculture,None,None,Kigali,Urban,None,59.53,22.06,4,Intermediate,['Coding'],TRUE,Business Development,High,4,FALSE,None,None,19.4,67.91
4497,22,Female,Secondary,FALSE,ICT,ICT,Informal,Kigali,Urban,100689.93,68.53,16.86,None,Basic,[],TRUE,Business Development,Low,2,TRUE,Moderately Effective,10,19.4,72.25
4498,24,Female,Primary or Less,FALSE,Retail,None,None,Kigali,Urban,None,89.73,27.49,None,Advanced,['Coding'],FALSE,None,Low,3,FALSE,None,None,19.4,64.62
4499,24,Female,Secondary,FALSE,Construction,None,None,Kigali,Urban,None,51.15,28.07,None,Basic,[],FALSE,None,Medium,8,FALSE,None,None,19.4,57.21
4500,24,Male,TVET,FALSE,Healthcare,Healthcare,Formal,Southern,Rural,53408.94,78.26,10.27,None,Intermediate,['Data Analysis'],TRUE,Digital Skills,Medium,7,TRUE,Effective,7,19.4,57.02
4501,21,Male,Primary or Less,FALSE,ICT,ICT,Informal,Kigali,Urban,170894.66,66.71,22.23,None,Advanced,['Coding'],FALSE,None,High,8,TRUE,Moderately Effective,1,19.4,78.32
4502,16,Female,TVET,FALSE,Construction,None,None,Kigali,Urban,None,65.98,18.57,None,Advanced,['Data Analysis'],TRUE,None,High,8,FALSE,None,None,19.4,53.6
4503,24,Female,TVET,FALSE,Retail,Retail,Formal,Kigali,Rural,52688.58,71.9,14.15,None,Basic,['Coding'],FALSE,None,Medium,5,TRUE,Ineffective,10,19.4,51.79
4504,18,Female,TVET,FALSE,Education,Education,Informal,Kigali,Urban,105337.75,78.31,27.75,None,Advanced,['Coding'],TRUE,Digital Skills,High,1,TRUE,Effective,8,19.4,63.46
4505,21,Male,Primary or Less,FALSE,Education,Education,Formal,Kigali,Urban,247860.95,50.59,22.22,None,Advanced,['Coding'],TRUE,Vocational Training,High,4,TRUE,Ineffective,9,19.4,63.27
4506,19,Female,Primary or Less,TRUE,Construction,None,None,Kigali,Urban,None,69.18,20.96,13,Basic,[],FALSE,None,High,3,FALSE,None,None,19.4,53.17
4507,25,Male,TVET,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,76670.95,40.05,23.56,None,Basic,"['Marketing', 'Project Management']",FALSE,None,High,1,TRUE,Effective,12,19.4,76.68
4508,19,Female,Secondary,FALSE,ICT,ICT,Informal,Southern,Rural,56433.18,51.98,22.83,None,Basic,['Data Analysis'],TRUE,Vocational Training,Medium,4,TRUE,Effective,7,19.4,33.12
4509,22,Female,University,FALSE,Retail,Retail,Formal,Kigali,Urban,90234.1,64.96,22.49,None,Advanced,['Data Analysis'],TRUE,None,High,4,TRUE,Effective,7,19.4,51.95
4510,25,Female,Primary or Less,FALSE,Healthcare,Healthcare,Formal,Eastern,Rural,293446.88,63.76,11.23,None,Basic,['Data Analysis'],TRUE,Digital Skills,Medium,2,TRUE,Effective,9,19.4,42.93
4511,24,Male,Primary or Less,TRUE,Healthcare,None,None,Kigali,Urban,None,59.29,21.35,24,Advanced,['Coding'],FALSE,None,Medium,3,FALSE,None,None,19.4,70.67
4512,22,Male,Secondary,FALSE,Healthcare,Healthcare,Formal,Western,Rural,137116.34,64.46,27,None,Advanced,['Coding'],FALSE,None,Low,2,TRUE,Effective,2,19.4,41.42
4513,20,Female,TVET,TRUE,Construction,None,None,Kigali,Urban,None,59.43,13.04,11,Advanced,['Data Analysis'],TRUE,Digital Skills,High,8,FALSE,None,None,19.4,64.75
4514,23,Male,TVET,FALSE,Retail,Retail,Formal,Kigali,Urban,136154.93,77.46,16.66,None,Advanced,[],FALSE,None,Medium,3,TRUE,Moderately Effective,10,19.4,59.23
4515,19,Female,Secondary,FALSE,ICT,None,None,Kigali,Urban,None,72.45,29.9,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,High,7,FALSE,None,None,19.4,77.32
4516,25,Female,Primary or Less,TRUE,Agriculture,None,None,Kigali,Urban,None,55.49,22.55,3,Advanced,[],TRUE,Business Development,High,6,FALSE,None,None,19.4,63.05
4517,19,Male,University,FALSE,Education,None,None,Kigali,Urban,None,52.89,21.96,None,Intermediate,"['Marketing', 'Project Management']",FALSE,None,Low,1,FALSE,None,None,19.4,79.96
4518,21,Female,TVET,FALSE,Education,Education,Informal,Kigali,Urban,194991.6,69.45,10.65,None,Advanced,[],TRUE,Business Development,High,3,TRUE,Effective,11,19.4,71.12
4519,21,Male,TVET,FALSE,Retail,Retail,Formal,Kigali,Urban,165041.31,87.27,23.47,None,Intermediate,['Coding'],TRUE,Vocational Training,Medium,6,TRUE,Moderately Effective,10,19.4,54.08
4520,17,Female,Primary or Less,FALSE,Agriculture,None,None,Kigali,Urban,None,46.5,11.71,None,Advanced,[],TRUE,Vocational Training,Low,8,FALSE,None,None,19.4,59.15
4521,18,Male,University,FALSE,Agriculture,None,None,Western,Rural,None,74.37,26.96,23,Basic,['Coding'],TRUE,Vocational Training,Medium,1,FALSE,None,None,19.4,53.63
4522,20,Female,TVET,FALSE,Agriculture,Agriculture,Informal,Kigali,Urban,296684.54,86.32,21.29,None,Advanced,[],TRUE,None,Medium,6,TRUE,Effective,5,19.4,72.58
4523,19,Female,Secondary,FALSE,Construction,Construction,Informal,Northern,Rural,165392.84,62.66,22.98,None,Basic,['Coding'],FALSE,None,Medium,8,TRUE,Effective,4,19.4,36.59
4524,22,Female,Primary or Less,TRUE,ICT,None,None,Kigali,Urban,None,60.65,21.23,13,Advanced,[],TRUE,None,High,2,FALSE,None,None,19.4,60.65
4525,21,Female,TVET,FALSE,Retail,Retail,Informal,Kigali,Urban,254742.07,46.4,17.89,None,Basic,['Coding'],TRUE,Business Development,Medium,1,TRUE,Ineffective,6,19.4,58.35
4526,20,Female,Primary or Less,FALSE,ICT,ICT,Formal,Kigali,Urban,179918.05,75.63,28.73,None,Basic,"['Marketing', 'Project Management']",FALSE,None,Medium,8,TRUE,Moderately Effective,6,19.4,72.61
4527,19,Male,Primary or Less,FALSE,ICT,ICT,Informal,Eastern,Rural,74377.93,68.65,16.96,None,Basic,[],TRUE,Business Development,High,1,TRUE,Effective,1,19.4,55.07
4528,23,Female,University,FALSE,Education,Education,Formal,Eastern,Rural,267528.98,88.37,20.14,None,Intermediate,['Coding'],TRUE,Vocational Training,Medium,4,TRUE,Effective,5,19.4,57.64
4529,23,Male,Primary or Less,TRUE,ICT,None,None,Kigali,Urban,None,65.28,26.07,4,Intermediate,['Coding'],TRUE,Digital Skills,High,8,FALSE,None,None,19.4,52.52
4530,19,Male,University,FALSE,Construction,None,None,Kigali,Urban,None,76.79,11.69,None,Basic,['Data Analysis'],TRUE,Digital Skills,Medium,6,FALSE,None,None,19.4,55.05
